0.01,0.02,2.75
-0.00,0.02,2.93
0.01,0.03,3.36
0.01,0.03,2.32
0.01,0.03,1.65
0.01,0.03,2.32
0.00,0.02,2.08
0.01,0.03,1.89
0.01,0.03,2.56
0.01,0.03,2.20
0.01,0.02,2.50
0.01,0.02,2.56
0.00,0.02,2.56
0.01,0.03,1.77
0.00,0.02,2.50
0.01,0.02,1.77
0.01,0.03,2.44
0.01,0.03,2.44
0.01,0.03,2.08
0.01,0.03,1.95
0.00,0.02,1.71
0.00,0.02,2.20
0.01,0.02,2.38
0.01,0.02,2.75
0.01,0.03,2.81
0.01,0.03,2.62
0.01,0.02,2.20
0.00,0.02,3.17
-0.00,0.02,3.05
0.01,0.02,2.14
0.01,0.02,2.44
0.01,0.03,2.14
0.00,0.02,2.08
0.00,0.02,2.99
0.00,0.03,2.26
0.00,0.02,2.75
0.01,0.03,1.95
0.01,0.02
